USE_LICENSE_URL,GUID,MEDIA,SCIENTIFIC_NAME,ID_DATE,ID_HISTORY,CITATIONS,IDENTIFIED_BY,OTHERCATALOGNUMBERS,RELATEDCATALOGEDITEMS,COLLECTORS,PREPARATORS,VERBATIM_COORDINATES,SPECIMEN_EVENT_TYPE,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,LOCALITY_NAME,GEOREFERENCE_SOURCE,GEOREFERENCE_PROTOCOL,COORDINATEUNCERTAINTYINMETERS,DATUM,COUNTRY,STATE_PROV,FEATURE,COUNTY,ASSOCIATED_SPECIES,ORIG_ELEV_UNITS,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTING_METHOD,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,PARTS,PARTDETAIL,DEC_LAT,DEC_LONG,COLLECTING_EVENT_ID,YEAR_COLLECTED,RELATEDSPECIMENID,NATURE_OF_ID,ENTERED_BY,COLL_EVENT_REMARKS,DAY_COLLECTED,ACCN_NUMBER,FORMATTED_SCIENTIFIC_NAME,LOCALITY_REMARKS,MAKER,SPECIMENEVENTDETERMINER,MONTH_COLLECTED,REMARK,ELEV_IN_M,INDIVIDUALCOUNT,COLLECTING_SOURCE,MADE_DATE,VERIFICATIONSTATUS,IDENTIFICATION_REMARKS
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:117-1","[{""MI"":""10584557"",""MT"":""image/jpeg"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-08-01/tn/tn_ahhCat1970_Page_4.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-08-01/ahhCat1970_Page_4.jpg"",""MC"":""multi-page document""}]","Lepus townsendii","1987-08-13","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1987-08-13; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","collector number=4902","","Arthur H. Harris","","","collection","Arthur H. Harris","1970-06-27","","UTEP:ES:Site 117","collector","not recorded","","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Maze Northeast Entrance","USA, New Mexico, Eddy, Maze NE Entrance to Dry Cave, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22  R24E T22S, Elev. 1280 M","","1970-06-27","1970-06-27","1970-06-27","dentary; tooth, molar; tooth, premolar; tooth, incisor","[{""ID"":""26427363"",""SF"":"""",""PN"":""dentary"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left dentary"",""PA"":[]},{""ID"":""26427364"",""SF"":"""",""PN"":""tooth, incisor"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left i/1"",""PA"":[]},{""ID"":""26427366"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""3"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left m/1 m/2 m/3"",""PA"":[]},{""ID"":""26427365"",""SF"":"""",""PN"":""tooth, premolar"",""LC"":""2"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left p/3 p/4"",""PA"":[]}]","32.3723","-104.4815","11023279","1970","","features","Encumbered","","27","1970.001","<i>Lepus townsendii</i>","Pecos River Drainage","","Arthur H. Harris on 1970-06-27","06","","1280-1280","1","","1987-08-13","unverified","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:18802","[]","Lepus townsendii","2018-01-13","<i>Lepus townsendii</i> (accepted ID) identified by Liam Rossier on 2018-01-13; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii"">Lepus townsendii</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Liam Rossier","DZTM: Denver Zoology Tissue Mammal=7789; collector number=JMG187; field number=LT8","","Liam Rossier, Tommy Williams","Rachel Braun, Robin Starr, Martha MacMillan","38.2186642/-106.8019956","collection","Andrew Charles Doll","2018-02-15","Former verification status: verified by collector.","","Phone","not recorded","10","World Geodetic System 1984","United States","Colorado","","Saguache County","","m","Two-track road 3084a, south of Cochetopa Dome","Two-track road 3084a, south of Cochetopa Dome","","2018-01-13","2018-01-13","2018-01-13","liver (frozen); kidney (frozen); lung (frozen); heart (frozen); muscle (frozen); skeleton; skin, study; skin, study sample","[{""ID"":""27759983"",""SF"":"""",""PN"":""heart (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27759981"",""SF"":"""",""PN"":""kidney (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27759980"",""SF"":"""",""PN"":""liver (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27759982"",""SF"":"""",""PN"":""lung (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27759984"",""SF"":"""",""PN"":""muscle (frozen)"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27860998"",""SF"":"""",""PN"":""skeleton"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":""skull cap shattered by pellets"",""PA"":[]},{""ID"":""27860997"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""29008272"",""SF"":""27860997"",""PN"":""skin, study"",""LC"":""1"",""DP"":""on loan"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","38.2186642","-106.8019956","11170772","2018","","features","Encumbered","","13","2018-4","<i>Lepus townsendii</i>","","","Andrew Charles Doll on 2018-02-15","01","Hair color: 80-90% White. Infectious pus filled abscess on right hip. Robin Starr did the skin, skeleton on 10-April-2018.","2760-2760","1","wild caught","2018-01-13","verified and locked","Former nature_of_id: field."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7878","[]","Lepus townsendii campanius","1905","<i>Lepus townsendii campanius</i> (accepted ID) identified by unknown on 1905; method: unknown Remark: Former nature_of_id: legacy.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>","unknown","original identifier=ERW 495","","unknown","","","collection","Todd Fielder","1905-02-28","","","","","","","United States","Colorado","","El Paso County","","","near Eastonville","Colorado, El Paso county, near Eastonville","","28 February 1905","1905-02-28","1905-02-28","skull; skin, study","not available","","","10885948","1905","","unknown","Encumbered","","28","Legacy-21","<i>Lepus townsendii campanius</i>","LatLongRemarks: TRS Data: 11S, 64W, 28; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 537924; UTM_NS: 4323441","","Todd Fielder on 1905-02-28","02","","","1","wild caught","1905","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:6406","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Montana","","Silver Bow County","","","Silverbow City 4mi NE of Butte","North America | United States | Montana | Silver Bow | Montana; Silver Bow Co.; Silverbow City 4mi NE of Butte","unknown","26-Mar-61","1961-03-26","1961-03-26","skull","[{""ID"":""28071168"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11228544","1961","","unknown","Encumbered","","26","0000","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","03","; DATE_OF_PREPARATION: 3/26/1961","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:6986","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","Canada","Alberta","","","","","15 mi. SW of Lethbridge","North America | Canada | Alberta | Alberta; 15 mi. SW of Lethbridge","unknown","24-Nov-61","1961-11-24","1961-11-24","skin; skull","[{""ID"":""28066804"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""28066803"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11227413","1961","","unknown","Encumbered","","24","0000","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","11","; DATE_OF_PREPARATION: 11/24/1961","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:1188","[]","Lepus townsendii campanius","1917","<i>Lepus townsendii campanius</i> (accepted ID) identified by Ralph B. Hubbard Jr. on 1917; method: unknown Remark: Former nature_of_id: legacy.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>","Ralph B. Hubbard Jr.","","","Ralph B. Hubbard Jr.","","","collection","Ryan Allen","1917-12-15","","","","","","","United States","Colorado","","Elbert County","","","2 mi. S. of Kiowa","Colorado, Elbert county, 2 mi. S. of Kiowa","","15 December 1917","1917-12-15","1917-12-15","skin, study","not available","","","10880642","1917","","unknown","Encumbered","","15","0","<i>Lepus townsendii campanius</i>","Originally no county info; LatLongRemarks: TRS Data: 8S, 63W, 29; Confidence Value: 4; UTM Zone: 13; Confidence Value: 4; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 546215; UTM_NS: 4352020","","Ryan Allen on 1917-12-15","12","","","1","wild caught","1917","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","UWYMV:Mamm:3007","[]","Lepus townsendii","1978-10-02","<i>Lepus townsendii</i> (accepted ID) identified by Gene W. Pivonka on 1978-10-02; method: unknown Remark: Former nature_of_id: legacy.","","Gene W. Pivonka","collector number=6","","Gene W. Pivonka","","","collection","James M. Maley","2012-08-22","","","GeoLocate","GeoLocate","25595","World Geodetic System 1984","United States","Wyoming","","Albany County","","","Laramie area","Shot outside Laramie","","1978-10-02","1978-10-02","1978-10-02","skull","[{""ID"":""22484694"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.31139","-105.59056","10611161","1978","","unknown","Encumbered","","02","1","<i>Lepus townsendii</i>","","","James M. Maley on 2012-08-22","10","","","1","wild caught","1978-10-02","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:34938","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=DSW 3","","David S. Wies","","41.867/-113.744","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","5000","North American Datum 1927","United States","Utah","","Box Elder County","","m","0.5 mi S Lynn","United States | Utah | Box Elder","","5/22/1970","1970-05-22","1970-05-22","skull","[{""ID"":""26364901"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.867","-113.744","11013607","1970","","unknown","Encumbered","","22","2012.VZ3","<i>Lepus townsendii townsendii</i>","VERBATIMELEVATION: 6000","","unknown on 2016-10-24","05","","1828.8-1828.8","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:22-569","[{""MI"":""10576764"",""MT"":""image/png"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/tn/tn_AnimalFairGrid.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/AnimalFairGrid.png"",""MC"":""image""}]","Lepus townsendii","1989-06-02","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1989-06-02; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","","","University of Texas - El Paso","","","collection","University of Texas - El Paso","1971-12-31","","UTEP:ES:Site 22","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Animal Fair","USA, New Mexico, Eddy, Animal Fair, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 R24E T22S, Elev. 1280 M, Strat: A8 L2","","1971--","1971-01-01","1971-12-31","tooth, molar","[{""ID"":""26483336"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left M/2"",""PA"":[]}]","32.3723","-104.4815","11030119","1971","","features","Encumbered","Collector listed as UTEP9","","1971.007","<i>Lepus townsendii</i>","Pecos River drainage, SEC 22 R24E T22S","","University of Texas - El Paso on 1971-12-31","","Specimen Age Estimate - minimum date: 15030","1280-1280","1","","1989-06-02","unverified","Former nature_of_id: expert."
"http://arctosdb.org/home/data/","UWYMV:Mamm:3005","[]","Lepus townsendii","1978-10-22","<i>Lepus townsendii</i> (accepted ID) identified by J. A. Harrison on 1978-10-22; method: unknown Remark: Former nature_of_id: legacy.","","J. A. Harrison","collector number=15","","J. A. Harrison","","41.328354/-105.704035","collection","James M. Maley","2012-08-28","","","GeoLocate","BioGeoMancer","10678","World Geodetic System 1984","United States","Wyoming","","Albany County","","","Highway 130 9.3 km W Laramie","Highway 130 9.3 km W Laramie","","1978-10-22","1978-10-22","1978-10-22","skull","[{""ID"":""22490986"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.328354","-105.704035","10612473","1978","","unknown","Encumbered","","22","1","<i>Lepus townsendii</i>","","","James M. Maley on 2012-08-28","10","","","1","wild caught","1978-10-22","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:Mamm:7474","[{""MI"":""10584888"",""MT"":""image/jpeg"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-08-10/tn/tn_ahhCat1984_1987_Page_30.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-08-10/ahhCat1984_1987_Page_30.jpg"",""MC"":""multi-page document""}]","Lepus townsendii","","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","preparator number=5855","","Arthur H. Harris","Arthur H. Harris","","collection","Arthur H. Harris","2016-08-12","","","GeoLocate","GeoLocate","835","World Geodetic System 1984","United States","Wyoming","","Niobrara County","","","HWY. 85, 4.8 MI S INTERSECTION WITH HWY. 270","North America, United States, Wyoming, Niobrara County. DOR USHY 85, 4.8 MI. S JCT WITH STHY 270","","1985-10-16","1985-10-16","1985-10-16","skeleton","[{""ID"":""25937217"",""SF"":"""",""PN"":""skeleton"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","42.978445","-104.362458","10964991","1985","","features","Encumbered","","16","9999.1","<i>Lepus townsendii</i>","","","Arthur H. Harris on 2016-08-12","10","","","1","wild caught","","unverified","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:24501","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=RTN 16","","Robert T. Novotny","","39.793/-110.549","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","1609","North American Datum 1927","United States","Utah","","Carbon County","","m","Minnie Maud Creek, 3 mi N junction highway 53","United States | Utah | Carbon","","5/29/1967","1967-05-29","1967-05-29","skin; skin sample; skull","[{""ID"":""26329760"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27160222"",""SF"":""26329760"",""PN"":""skin"",""LC"":""1"",""DP"":""used up"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""26329761"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.793","-110.549","11009389","1967","","unknown","Encumbered","","29","0000","<i>Lepus townsendii townsendii</i>","VERBATIMELEVATION: 7000","","unknown on 2016-10-24","05","","2133.6-2133.6","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Mamm:21977","[]","Lepus townsendii townsendii","1999-01-27","<i>Lepus townsendii townsendii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: unknown Remark: Former nature_of_id: legacy.","","Museum of Vertebrate Zoology, University of California, Berkeley","collector number=921","","W. H. Metson, F. Harvey Holden","","38.15387/-119.31059","collection","David M. Fisher","2010-03-18","","","Acme Mapper 2.0 http://mapper.acme.com/","MaNIS georeferencing guidelines","1932.822144","World Geodetic System 1984","United States","California","","Mono County","","ft","Summers Meadows, 12 mi from Bridgeport, Sierra Nevada","Summers Meadows, 12 mi from Bridgeport, Sierra Nevada","","10 Oct 1915","1915-10-10","1915-10-10","whole organism (ethanol); skeleton","[{""ID"":""14118260"",""SF"":"""",""PN"":""skeleton"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked; partial"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]},{""ID"":""17118260"",""SF"":"""",""PN"":""whole organism (ethanol)"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]}]","38.15387","-119.31059","10563278","1915","","unknown","Encumbered","","10","938","<i>Lepus townsendii townsendii</i>","","","Matt Krebs on 2001-03-19; David M. Fisher on 2010-03-18","10","+ SKELETON; SKIN MISSIN G 4/79 S. SOMMER; 4 MI. SE LOWER TWIN LAKE.","2438.4-2438.4","1","wild caught","1999-01-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7883","[]","Lepus townsendii campanius","1909","<i>Lepus townsendii campanius</i> (accepted ID) identified by unknown on 1909; method: unknown Remark: Former nature_of_id: legacy.","","unknown","original identifier=ERW 3496","","unknown","","","collection","Ryan Allen","1909-06-18","","","","","","","United States","Colorado","","Alamosa County","","ft","San Luis Lake, 7680'","Colorado, Alamosa county, San Luis Lake, 7680'","","18 June 1909","1909-06-18","1909-06-18","skull; skin, study","not available","","","10886384","1909","","unknown","Encumbered","","18","Legacy-21","<i>Lepus townsendii campanius</i>","county originally recorded as Costilla County; LatLongRemarks: TRS Data: 40N, 11E; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 435753; UTM_NS: 4169894","","Ryan Allen on 1909-06-18","06","","2340.864-2340.864","1","wild caught","1909","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Mamm:119305","[]","Lepus townsendii townsendii","1999-01-27","<i>Lepus townsendii townsendii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: unknown Remark: Former nature_of_id: legacy.","","Museum of Vertebrate Zoology, University of California, Berkeley","collector number=12260","","Jerry C. Russell, Ward C. Russell","","37.4993767/-118.1701813","collection","Marianne E. Meissner","2004-04-09","","","TopoScout 2.04 USGS 1:24000","MaNIS georeferencing guidelines","193.12128","North American Datum 1927","United States","California","","Mono County","","ft","White Mt. Research Station, White Mts.","White Mt. Research Station, White Mts.","","26 Jun 1954","1954-06-26","1954-06-26","skull; skin, study","[{""ID"":""13126127"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]},{""ID"":""15126127"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]}]","37.4993767","-118.1701813","10103320","1954","","unknown","Encumbered","","26","8949","<i>Lepus townsendii townsendii</i>","","","Marianne E. Meissner on 2004-04-09","06","","3657.6-3657.6","1","wild caught","1999-01-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:5677","[]","Lepus townsendii campanius","","<i>Lepus townsendii campanius</i> (accepted ID) identified by David M. Armstrong; method: features Remark: This specimen was called 'campanius' because it was from east of the Continental Divide; Former nature_of_id: expert.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","David M. Armstrong","collector number=Field #1431","","Henry C. Wichers Inchumuk","","39.37722/-105.8","collection","Meghan L. Truckey","2012-06-28","","","GeoLocate","GeoLocate","3036","World Geodetic System 1984","United States","Colorado","","Park County","","","Jefferson","Jefferson, Park Co., Colo.","","6 January 1965","1965-01-06","1965-01-06","skull; skin, study; skin, study sample; skin, study sample","[{""ID"":""21881608"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":""the tail has fallen off (in the skull box)"",""PA"":[]},{""ID"":""27136615"",""SF"":""21881608"",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""29008312"",""SF"":""21881608"",""PN"":""skin, study"",""LC"":""1"",""DP"":""on loan"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21881609"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.37722","-105.8","10359235","1965","","features","Encumbered","","06","1111","<i>Lepus townsendii campanius</i>","","","Meghan L. Truckey on 2012-06-28","01","Note from D.M. Armstrong 1980: Specimens of L. townsendii from Park County are intergrades between L. t. townsendii and L. t. campanius. What you call them is a matter of taste. (I called them campanius in 1972 because they are from east of the Continental Divide).","","1","wild caught","","accepted","This specimen was called 'campanius' because it was from east of the Continental Divide; Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Mamm:24146","[{""MI"":""10001945"",""MT"":""image/jpeg"",""PU"":""https://web.corral.tacc.utexas.edu/MVZ/images/MVZ_img/images/tb/tn_img_2161.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/MVZ/images/MVZ_img/cards/jpg/img_card_2161.jpg"",""MC"":""image""}]","Lepus townsendii townsendii","1999-01-27","<i>Lepus townsendii townsendii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: unknown Remark: Former nature_of_id: legacy.","","Museum of Vertebrate Zoology, University of California, Berkeley","collector number=4936","","Joseph S. Dixon","","37.90891/-119.1053","collection","Pascal Title","2008-09-09","Former verification status: verified by curator.","","fieldnotes from Grinnell and Dixon, WGS84, NGS TOPO!","MaNIS georeferencing guidelines","820.76544","World Geodetic System 1984","United States","California","","Mono County","","ft","A. Farrington Ranch, S Williams Butte","A. Farrington's Ranch, near Williams Butte","","25 Jun 1916","1916-06-25","1916-06-25","skull; skin, study","[{""ID"":""13118382"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]},{""ID"":""15118382"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]}]","37.90891","-119.1053","10101719","1916","","unknown","Encumbered","","25","1118","<i>Lepus townsendii townsendii</i>","Grinnell (pg. 1285, 15 Sept. 1915, v486_s1_p072.jpg) states that they ""made camp on the upper end of the [Farington] Ranch at about 6900 feet altitude.""","","Pascal Title on 2008-09-09","06","","2089.0992-2089.0992","1","wild caught","1999-01-27","verified and locked","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:13093","[]","Lepus townsendii campanius","1966","<i>Lepus townsendii campanius</i> (accepted ID) identified by C. Sanborn on 1966; method: unknown Remark: Former nature_of_id: legacy.","","C. Sanborn","original identifier=Colorado State University: CSU 11214","","C. Sanborn","","","collection","Todd Fielder","1966-11-11","","","","","","","United States","Colorado","","Larimer County","","","5 mi S Ft. Collins, South Shields.","Colorado, Larimer county, 5 mi S Ft. Collins, South Shields.","","11 November 1966","1966-11-11","1966-11-11","skull; skin, study","not available","","","10881209","1966","","unknown","Encumbered","","11","0","<i>Lepus townsendii campanius</i>","LatLongRemarks: TRS Data: 6N, 69W, 2/3; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 491897; UTM_NS: 4484457","","Todd Fielder on 1966-11-11","11","","","1","wild caught","1966","unverified","Former nature_of_id: legacy."
