type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2019-08-23 13:08:29.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:14315?seid=2386653. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:14315	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=male ; tail length=16 mm; hind foot with claw=14 mm; weight=2.4 kg; verbatim preservation date=19 June 2014 ; ectoparasites detected=no ; reproductive data=Testes: 55x25 mm	http://arctos.database.museum/guid/DMNS:Mamm:14315?seid=2386653	DMNS:Mamm:14315		Collector(s): USDA Wildlife Services; Preparator(s): Jim I. Gilman	1	male						skeleton, partial; muscle (frozen); liver (frozen); skin, study; kidney (frozen); heart (frozen); liver (frozen) sample						DZTM: Denver Zoology Tissue Mammal=2947	Partial carcass.	http://arctos.database.museum/guid/DMNS:Mamm:14315					<i>Lepus townsendii</i> (accepted ID) identified by Jeffrey T. Stephenson on 2013-06-01; method: expert					2013-06-01	2013-06-01/2013-06-30	152	152	2013	6	1	2013 June								North America, United States, Colorado, Denver County	North America				United States		Colorado	Denver County		Denver, Denver International Airport	Denver, Denver International Airport	1600	1650							Elaine Perry		39.85833	-104.66694	not recorded	5700									Elaine Perry	2014-09-03	GeoLocate	GeoLocate	unverified																					A		Jeffrey T. Stephenson	2013-06-01		expert				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN						2400.0	0		male		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2019-08-24 22:41:18.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:16494?seid=3175122. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:16494	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=unknown ; tail length=115 mm; hind foot with claw=151 mm; ear from notch=98 mm; weight=1053.0 g; verbatim preservation date=8 November 2015 ; ectoparasites detected=no ; endoparasites detected=no ; reproductive data=Not found	http://arctos.database.museum/guid/DMNS:Mamm:16494?seid=3175122	DMNS:Mamm:16494		Collector(s): USDA Wildlife Services; Preparator(s): Emma Kell	1	undetermined						skeleton, partial; muscle (frozen); muscle (frozen) sample						DZTM: Denver Zoology Tissue Mammal=3913	Beetle found with carcass. Partial skeleton, fragmented, several parts of specimen missing, including internal organs.	http://arctos.database.museum/guid/DMNS:Mamm:16494					<i>Lepus townsendii</i> (accepted ID) identified by Emma Kell on 2015-11-08; method: field					2014-04-01	2014-04-01/2014-04-30	91	91	2014	4	1	April 2014		salvage						North America, United States, Colorado, Denver County	North America				United States		Colorado	Denver County		Denver, Denver International Airport	DIA runways	1600	1650							Andrew Charles Doll		39.85833	-104.66694	World Geodetic System 1984	5700		39.85833/-104.66694			decimal degrees				Andrew Charles Doll	2016-08-02	GeoLocate	GeoLocate	unverified																					A		Emma Kell	2015-11-08		field				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN						1053.0	0		unknown		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2019-08-24 22:02:05.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:16507?seid=3218946. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:16507	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=unknown ; hind foot with claw=145 mm; ear from notch=170 mm; ectoparasites detected=no ; verbatim preservation date=19 Jan 2016	http://arctos.database.museum/guid/DMNS:Mamm:16507?seid=3218946	DMNS:Mamm:16507		Collector(s): USDA Wildlife Services; Preparator(s): Gabriele Paul	1	undetermined						skeleton, partial; muscle (frozen); muscle (frozen) sample						DZTM: Denver Zoology Tissue Mammal=3919	specimen in poor condition - crushed and in several pieces.	http://arctos.database.museum/guid/DMNS:Mamm:16507					<i>Lepus townsendii</i> (accepted ID) identified by Gabriele Paul on 2016-01-19; method: expert					2014-02-01	2014-02-01/2014-03-31	32	32	2014	2	1	Feb-Mar 2014		salvage						North America, United States, Colorado, Denver County	North America				United States		Colorado	Denver County		Denver, Denver International Airport	Denver International Airport	1600	1650							Andrew Charles Doll		39.85833	-104.66694	World Geodetic System 1984	5700		39.85833/-104.66694			decimal degrees				Andrew Charles Doll	2016-10-03	GeoLocate	GeoLocate	unverified																					A		Gabriele Paul	2016-01-19		expert				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN									unknown		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2019-08-24 17:52:41.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:16510?seid=3218949. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:16510	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=unknown ; hind foot with claw=93 mm; ectoparasites detected=no ; verbatim preservation date=20th of Jan, 2016	http://arctos.database.museum/guid/DMNS:Mamm:16510?seid=3218949	DMNS:Mamm:16510		Collector(s): USDA Wildlife Services; Preparator(s): Robbie Malz	1	undetermined						skeleton, partial; muscle (frozen); muscle (frozen) sample						DZTM: Denver Zoology Tissue Mammal=3922	Appears run over. Little identifiable as rabbit other than hind foot.	http://arctos.database.museum/guid/DMNS:Mamm:16510					<i>Lepus townsendii</i> (accepted ID) identified by Jeffrey T. Stephenson on 2016-01-20; method: expert					2013-07-01	2013-07-01/2013-08-31	182	182	2013	7	1	July/August 2013		salvage						North America, United States, Colorado, Denver County	North America				United States		Colorado	Denver County		Denver, Denver International Airport	Denver International Airport	1600	1650							Andrew Charles Doll		39.85833	-104.66694	World Geodetic System 1984	5700		39.85833/-104.66694			decimal degrees				Andrew Charles Doll	2016-10-03	GeoLocate	GeoLocate	unverified																					A		Jeffrey T. Stephenson	2016-01-20		expert				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN									unknown		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	0
PhysicalObject	2019-08-25 04:20:12.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:16612?seid=3353416. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:16612	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=unknown ; total length=626 mm; tail length=112 mm; hind foot with claw=150 mm; ear from notch=98 mm; endoparasite examination=no ; endoparasites detected=no	http://arctos.database.museum/guid/DMNS:Mamm:16612?seid=3353416	DMNS:Mamm:16612		Collector(s): USDA Wildlife Services; Preparator(s): Andrew Charles Doll	1	undetermined						kidney (frozen); skin, study; heart (frozen); muscle (frozen); skeleton, partial; muscle (frozen) sample						DZTM: Denver Zoology Tissue Mammal=5687	severe damage to skin and carcass (probably hit by plane/vehicle in runway)	http://arctos.database.museum/guid/DMNS:Mamm:16612					<i>Lepus townsendii</i> (accepted ID) identified by Jeffrey T. Stephenson on 2016-03-24; method: field					2016-01-01	2016-01-01/2016-02-29	1	1	2016	1	1	Jan-Feb 2016		salvage						North America, United States, Colorado, Denver County	North America				United States		Colorado	Denver County		Denver, Denver International Airport	DIA	1600	1650							Andrew Charles Doll		39.85833	-104.66694	not recorded	5700									Andrew Charles Doll	2016-11-11	GeoLocate	GeoLocate	unverified																					A	"voucher of <a href="http://arctos.database.museum/name/Lepus townsendii">Lepus townsendii</a> in <a href="http://arctos.database.museum/publication/10008227">Mills et al. 2018</a>"	Jeffrey T. Stephenson	2016-03-24		field				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			626	total length	0				unknown		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	1
PhysicalObject	2019-08-22 00:46:04.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:1773?seid=1468317. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:1773	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=female ; total length=598 mm; hind foot with claw=153 mm; tail length=80 mm	http://arctos.database.museum/guid/DMNS:Mamm:1773?seid=1468317	DMNS:Mamm:1773	HHS1983	Collector(s): H. H. Sheldon	1	female						skull						collector number=HHS1983		http://arctos.database.museum/guid/DMNS:Mamm:1773					<i>Lepus townsendii campanius</i> (accepted ID) identified by H. H. Sheldon on 1916-02-26; method: field					1916-02-26		57	57	1916	02	26	26 February 1916					Former verification status: verified by curator.			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Five miles northwest of Hooper	Hooper, Colo. 5 mi. N.W.									John R. Demboski		37.82608	-105.97291	World Geodetic System 1984	1000		37.82608/-105.97291			decimal degrees				John R. Demboski	2012-04-03	GeoLocate	GeoLocate	verified and locked																					A		H. H. Sheldon	1916-02-26		field				Lepus townsendii campanius					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN			598	total length	0				female		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
PhysicalObject	2019-08-22 00:46:04.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:1775?seid=67008. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:1775	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=female ; total length=602 mm; hind foot with claw=154 mm; tail length=82 mm	http://arctos.database.museum/guid/DMNS:Mamm:1775?seid=67008	DMNS:Mamm:1775	HHS1985	Collector(s): H. H. Sheldon	1	female						skull; skin, study; skin, study sample						collector number=HHS1985		http://arctos.database.museum/guid/DMNS:Mamm:1775					<i>Lepus townsendii campanius</i> (accepted ID) identified by H. H. Sheldon on 1916-02-26; method: field					1916-02-26		57	57	1916	02	26	26 February 1916								North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Five miles northwest of Hooper	Hooper, Colo. 5 mi. N.W.									John R. Demboski		37.82608	-105.97291	World Geodetic System 1984	1000		37.82608/-105.97291			decimal degrees				John R. Demboski	2012-04-03	GeoLocate	GeoLocate	verified and locked																					A	"voucher of <a href="http://arctos.database.museum/name/Lepus townsendii campanius">Lepus townsendii campanius</a> in <a href="http://arctos.database.museum/publication/10008227">Mills et al. 2018</a>"	H. H. Sheldon	1916-02-26		field				Lepus townsendii campanius					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii	campanius	subspecies				ICZN			602	total length	0				female		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
PhysicalObject	2019-08-25 16:36:08.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:17804?seid=3693343. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:17804	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			sex=unknown ; total length=30 cm; tail length=4 cm; hind foot with claw=6.7 cm; weight=56.4 kg	http://arctos.database.museum/guid/DMNS:Mamm:17804?seid=3693343	DMNS:Mamm:17804		Collector(s): Levi Hodson; Preparator(s): Leah Ikenberrg	1	undetermined						skeleton; muscle (frozen); liver (frozen); kidney (frozen)						DZTM: Denver Zoology Tissue Mammal=6787	salvaged from DIA, remains in bad condition, skull crushed beyond repair collected with 9 other rabbits from March 2014- June 2014 Missing heart and, 1 lung, 1 kidney and stomach, most long bones were fractured	http://arctos.database.museum/guid/DMNS:Mamm:17804					<i>Lepus townsendii</i> (accepted ID) identified by Levi Hodson; method: field					2014-04-01	2014-04-01/2014-04-30	91	91	2014	4	1	April 2014								North America, United States, Colorado, Denver County	North America				United States		Colorado	Denver County		Denver, Denver International Airport	Denver International Airport	1600	1650							Allison Vega		39.85833	-104.66694	not recorded	5700									Allison Vega	2017-08-25	GeoLocate	GeoLocate	unverified																					A		Levi Hodson			field				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			300	total length	0	56400.0	0		unknown		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	1
PhysicalObject	2019-08-25 16:06:01.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:18793?seid=4002898. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:18793	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			ectoparasite examination=yes ; ectoparasites detected=no ; endoparasites detected=no ; endoparasite examination=yes ; reproductive data=testes: 30x11mm ; total length=486 mm; tail length=74 mm; hind foot with claw=153 mm; ear from notch=105 mm; weight=2900 g; sex=male	http://arctos.database.museum/guid/DMNS:Mamm:18793?seid=4002898	DMNS:Mamm:18793	JMG178	Collector(s): Mafalda Sousa Ferreira, Jeffrey M. Good; Preparator(s): Andrea Marie Carrillo, Robin Starr	1	male						liver (frozen); kidney (frozen); lung (frozen); skeleton; muscle (frozen); skin, study; heart (frozen)						DZTM: Denver Zoology Tissue Mammal=7780; collector number=JMG178; field number=JG1	Hair color: 0% White; fractured left radius & ulna; fractured metatarsals	http://arctos.database.museum/guid/DMNS:Mamm:18793					<i>Lepus townsendii</i> (accepted ID) identified by Mafalda Sousa Ferreira on 2018-01-12; method: expert					2018-01-12		12	12	2018	01	12	2018-01-12	Mix brush and grass				Former verification status: verified by collector.			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Tracy Canyon, two-track road 5225, south of Saguache	Tracy Canyon, two-track road 5225, south of Saguache	2449	2449							Andrew Charles Doll		38.02830401	-106.207744	World Geodetic System 1984	10		38.02830401/-106.207744			decimal degrees				Andrew Charles Doll	2018-02-15	not recorded	Nat GPS	verified and locked																					A		Mafalda Sousa Ferreira	2018-01-12		expert				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			486	total length	0	2900	0		male		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	1
PhysicalObject	2019-08-25 16:12:16.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:18798?seid=4002903. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:18798	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			age class=adult ; weight=2750 g; sex=male ; hind foot without claw=16 cm; ectoparasite examination=yes ; endoparasites detected=no ; total length=50.5 cm; tail length=8.5 cm; ear from notch=13 cm; reproductive data=testes 5cm x 1.5cm ; ectoparasites detected=yes ; endoparasite examination=yes	http://arctos.database.museum/guid/DMNS:Mamm:18798?seid=4002903	DMNS:Mamm:18798	JMG183	Collector(s): Mafalda Sousa Ferreira, Liam Rossier, Tommy Williams; Preparator(s): Julie Kitzes	1	male	adult					ectoparasite (frozen); skeleton, partial; skin, study						DZTM: Denver Zoology Tissue Mammal=7785; collector number=JMG183; field number=LT1	Hair color: 95% White	http://arctos.database.museum/guid/DMNS:Mamm:18798					<i>Lepus townsendii</i> (accepted ID) identified by Mafalda Sousa Ferreira on 2018-01-12; method: expert					2018-01-12		12	12	2018	01	12	2018-01-12	Sage				Former verification status: verified by collector.			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Two-track road 3084a, south of Cochetopa Dome	Two-track road 3084a, south of Cochetopa Dome	2791	2791							Andrew Charles Doll		38.22767202	-106.81201	World Geodetic System 1984	10		38.22767202/-106.81201			decimal degrees				Andrew Charles Doll	2018-02-15	not recorded	Scott GPS	verified and locked																					A		Mafalda Sousa Ferreira	2018-01-12		expert				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			505.0	total length	0	2750	0	adult	male		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	1	0	0	0	specimen	1
PhysicalObject	2019-08-25 16:12:17.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:18799?seid=4002904. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/DMNS:Mamm:18799	DMNS	45		DMNS	Mammal specimens		PreservedSpecimen			age class=adult ; weight=2850 g; sex=female ? ; endoparasite examination=yes ; total length=511 mm; hind foot without claw=147 mm; ear from notch=114 mm; reproductive data=no embryos, no placental scars ; ectoparasites detected=no ; tail length=76 mm; ectoparasite examination=yes ; endoparasites detected=no	http://arctos.database.museum/guid/DMNS:Mamm:18799?seid=4002904	DMNS:Mamm:18799	JMG184	Collector(s): Liam Rossier, Tommy Williams; Preparator(s): Julie Thomas	1	female ?	adult					skeleton; skin, study						DZTM: Denver Zoology Tissue Mammal=7786; collector number=JMG184; field number=LT6	Hair color: 80-90 % White. Right fore + hind leg were shot- bones fractured. Left leg has pellets. Mandible lost from gun shot.	http://arctos.database.museum/guid/DMNS:Mamm:18799					<i>Lepus townsendii</i> (accepted ID) identified by Liam Rossier on 2018-01-13; method: field					2018-01-13		13	13	2018	01	13	2018-01-13	Grassy				Former verification status: verified by collector.			North America, United States, Colorado, Saguache County	North America				United States		Colorado	Saguache County		Two-track road 3084a, south of Cochetopa Dome	Two-track road 3084a, south of Cochetopa Dome	2753	2753							Andrew Charles Doll		38.214407	-106.803501	World Geodetic System 1984	10		38.214407/-106.803501			decimal degrees				Andrew Charles Doll	2018-02-15	not recorded	Phone	verified and locked																					A		Liam Rossier	2018-01-13		field				Lepus townsendii					Animalia; Chordata; Mammalia; Lagomorpha; Leporidae;	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		townsendii		species				ICZN			511	total length	0	2850	0	adult	female ?		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2019-07-07)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2019-07-07	2019-09-21	no migrator	0	0	0	0	0	specimen	1
